SoC,R1,R2,R3
1,0.00478741469985232,0.00748765987551142,0.00465069597848299
0.98,0.00367095940635668,0.00643894207794105,0.00799629157295131
0.96,0.00360592866860654,0.00617173079280073,0.00808342043454277
0.94,0.00377426169451072,0.0062772264374693,0.00797497946261607
0.92,0.0039635812077514,0.00689527101361472,0.00885190951431874
0.9,0.00428067768579705,0.00799296120276272,0.00423472021585019
0.84,0.00374534963202489,0.00914045569167391,0.0102330297978975
0.8,0.00218862504566178,0.0116741779784355,0.0258845287247117
0.76,0.00260088828915595,0.00965314870713122,0.0300907532497258
0.72,0.0058515952795242,0.0030241134033426,0.0255268860172003
0.68,0.00607629478921652,0.00657752831282555,0.0117036697082816
0.64,0.00269282006792657,0.00625014925675884,0.0308365851738244
0.6,0.00307239719066137,0.00618405907333582,0.00838142554412148
0.56,0.00331508182776563,0.00803085807644587,0.0106859358382547
0.52,0.00300411256341329,0.00952721947921212,0.00742542925731966
0.48,0.00240870626420521,0.0112356801370116,0.00979065703453896
0.44,0.00155848226099761,0.0115563803808689,0.0177013736480465
0.4,0.00187949296674362,0.0107430516958211,0.0206396937729924
0.36,0.00202219270866014,0.00975675310403583,0.020580511759917
0.32,0.00261880952618063,0.0104297774373407,0.0122182287340359
0.28,0.00257273936791432,0.00625983466351274,0.0225407399434666
0.24,0.0044702402648376,0.00919111891412161,0.00667943261549989
0.2,0.00260974855011346,0.0186567448098264,0.00488734874204372
0.18,0.00139191237695049,0.0222963242487602,0.0001
0.16,0.00142884055383152,0.024746273656919,0.0001
0.14,0.00162958371893457,0.0261968267747704,0.0001
0.12,0.00196752681401129,0.0286874563508332,0.0001
0.1,0.00266443268373131,0.0332592659451835,0.0001
0.088,0.00319145097278401,0.0368209119066946,0.0001
0.074,0.00349427083456001,0.0416294634562989,0.0001
0.06,0.00429276663293001,0.0463481367407765,0.0001
0.04,0.00509826802837293,0.0553400167126436,0.0001
