SoC,R1,R2,R3
1,0.00198484791773931,0.00151959893402714,0.00408476978652077
0.99,0.00198484791773931,0.00151959893402714,0.00408476978652077
0.98,0.00212741760872165,0.00230688175645001,0.00234670567125643
0.97,0.00193640490895174,0.00308833724626413,0.00397295026100703
0.96,0.00249225200089816,0.00441299799839629,0.00425180877652546
0.95,0.00244204302556099,0.00408279488427326,0.00453224798176427
0.94,0.00260757404293305,0.00492984504612364,0.00395353075399868
0.93,0.00255750195917281,0.00452563867646057,0.0065195262498171
0.92,0.00261201319527162,0.00524832246960676,0.00533865192462022
0.91,0.00270132719997642,0.00498691150580378,0.00624719146297277
0.86,0.00274202438139557,0.0023556461248783,0.00305576558471948
0.809999999999999,0.00314090709400929,0.00397487936266482,0.0034365932648726
0.76,0.00250605147413863,0.00370906953886496,0.00554458089285248
0.71,0.0020724988768405,0.00215646367667723,0.00204576025585896
0.66,0.00217966134158399,0.00193490831213222,0.0019858799252704
0.61,0.00245602941651306,0.00189870780390862,0.0021837601311904
0.56,0.00198443205098033,0.00165739950133385,0.00225732265445276
0.51,0.00267694284358184,0.00284133759131438,0.00284844347581745
0.46,0.00293312600360748,0.00570874407406132,0.00419980895824073
0.41,0.00282575655601095,0.00728185841216598,0.00605003462838348
0.36,0.00193682075784782,0.00446113516103774,0.00607168681403441
0.31,0.00296471752551473,0.00688757134889704,0.00636549580454266
0.26,0.00325950189478821,0.00574581851264659,0.0138759771426842
0.209999999999999,0.00299052559559145,0.00354731681040094,0.0100692148408932
0.16,0.0023503777546701,0.00278583953495868,0.0059557300944021
0.15,0.0023235489821363,0.00433597250201936,0.0226963110529766
0.139999999999999,0.00274337817006192,0.00428655977677114,0.0100568578838615
0.13,0.00298314538253231,0.00492690968100777,0.0127316939983738
0.12,0.00321021105916153,0.00526071554329979,0.0096106350593941
0.109999999999999,0.00353472480490587,0.00636124600761777,0.0159746600935105
0.0999999999999999,0.0035980951630475,0.00685281232180133,0.0302378181192118
0.09,0.0032876117651134,0.00518367453849875,0.0258837555944884
0.0799999999999999,0.00319129749940967,0.00570082538143888,0.0110157753079585
0.0699999999999999,0.00323965006311394,0.00646706324699665,0.012271277484852
0.06,0.00337695532025734,0.00696887976051847,0.0117477193879147
0.0499999999999999,0.00347734709813095,0.00804476019091819,0.0135405153450358
0.0399999999999999,0.00366330842181439,0.00934381632587927,0.0199089486918425
0.03,0.00467480328394082,0.0164001229071172,0.0592678537671549
0.0199999999999999,0.00611324450707543,0.0242935940719177,0.262438457836505
0.00999999999999998,0.00611324450707543,0.0242935940719177,0.262438457836505
0,0.00611324450707543,0.0242935940719177,0.262438457836505
