SoC,R0
1,0.0162991117734688
0.99,0.0162991117734688
0.98,0.017950419851502
0.97,0.0177852177052044
0.96,0.0181041321636514
0.95,0.0177963373555416
0.94,0.01803792616861
0.93,0.0178270444189725
0.92,0.0185672828754802
0.91,0.0176493295437157
0.86,0.0181427550713941
0.809999999999999,0.0191360034302731
0.76,0.0188276492740014
0.71,0.0180119224543555
0.66,0.0186724874195845
0.61,0.0190624489631289
0.56,0.0200681308334441
0.51,0.0214726573381228
0.46,0.0217611983774056
0.41,0.0231843175735955
0.36,0.0241386584223532
0.31,0.022801707916953
0.26,0.02560576456697
0.209999999999999,0.0261729613208073
0.16,0.0269578042474725
0.15,0.0279115813279597
0.139999999999999,0.0281923885126482
0.13,0.0285050713343735
0.12,0.0285410014400014
0.109999999999999,0.0290868526423743
0.0999999999999999,0.0293923810389502
0.09,0.0299293027292643
0.0799999999999999,0.0305246936063391
0.0699999999999999,0.0301061788999231
0.06,0.0317684937704008
0.0499999999999999,0.0327578609622797
0.0399999999999999,0.0327578609622797
0.03,0.0327578609622797
0.0199999999999999,0.0327578609622797
0.00999999999999998,0.0327578609622797
0,0.0327578609622797
