SoC,R1,R2,R3
1,0.0032309416876121,0.00419920287085509,0.00834462525732576
0.99,0.0032309416876121,0.00419920287085509,0.00834462525732576
0.98,0.00350668751058343,0.00465487989525131,0.00505708030596506
0.97,0.0036472575916453,0.00697300282109352,0.00729807453118035
0.96,0.00367336376745128,0.00764561315894782,0.0077123398191463
0.95,0.00369595267309891,0.0075776420381994,0.00854782205170633
0.94,0.00384703127179611,0.00846498812393629,0.00895198960830666
0.93,0.00378703350784883,0.00771450644352487,0.00902804026596658
0.92,0.00407267631472233,0.00824405370260021,0.0092588823035665
0.91,0.00405605623601954,0.00817304780904672,0.0116077801742383
0.86,0.00439633012996797,0.00582284896380436,0.0046925733761155
0.809999999999999,0.00365511441667702,0.0084096392633017,0.00802548197156892
0.76,0.00326601474176747,0.00413033365012171,0.00567014815418854
0.71,0.00323353658060889,0.00329900456567426,0.00385586894973576
0.66,0.00363919133558987,0.00266030005871361,0.00344519946428815
0.61,0.00381492083350911,0.00271846907110238,0.00373084459215142
0.56,0.00401697624085104,0.00354934550687403,0.00433561962871615
0.51,0.00423356692499488,0.00648831376611632,0.00536785555026226
0.46,0.00443072344550991,0.00987430216647907,0.00809636666199704
0.41,0.00488233338528765,0.0116802991710449,0.0146692604419769
0.36,0.00510415218873605,0.00828753204362384,0.0122751628836764
0.31,0.0046548730715388,0.00739361459123603,0.0235264433091816
0.26,0.00480699042010527,0.00794050806259096,0.0280726150409392
0.209999999999999,0.00367361872695591,0.00661200632988231,0.0114991269303502
0.16,0.00474067892895164,0.00276176827306212,0.00724536073562234
0.15,0.00563528358485274,0.00980160468813038,0.0218285274220834
0.139999999999999,0.00600749748503791,0.00681974955870056,0.0175769139824802
0.13,0.00627217764598882,0.00711513964939225,0.0129668055784219
0.12,0.00641196172917649,0.0116458625185264,0.0209963771437101
0.109999999999999,0.00607981156872798,0.0108671985708854,0.0283928498003564
0.0999999999999999,0.00555538330145884,0.00795578510814376,0.0378641606982078
0.09,0.0057046498380883,0.00700859359956893,0.0194110440764156
0.0799999999999999,0.0060280424958593,0.0060481842581678,0.0187002222512119
0.0699999999999999,0.00614580983536923,0.00730360791113328,0.0200935581450396
0.06,0.00695701616168633,0.0112034724626539,0.0287934826332645
0.0499999999999999,0.00769909612474536,0.0162393820145529,0.0405280057681465
0.0399999999999999,0.00769909612474536,0.0162393820145529,0.0405280057681465
0.03,0.00769909612474536,0.0162393820145529,0.0405280057681465
0.0199999999999999,0.00769909612474536,0.0162393820145529,0.0405280057681465
0.00999999999999998,0.00769909612474536,0.0162393820145529,0.0405280057681465
0,0.00769909612474536,0.0162393820145529,0.0405280057681465
